"id","type","topic","question","options","correctAnswer","answerText","explanation","correctedFromDump"
"223","hotspot","Security","For each of the following statements, select Yes if the statement is true. Otherwise, select No. Statements: (1) Azure Sentinel stores collected events in an Azure Storage account. (2) Azure Sentinel can remediate incidents automatically. (3) Azure Sentinel can collect Windows Defender Firewall logs from Azure virtual machines.","","No, Yes, Yes","No; Yes; Yes","Sentinel stores collected events in a Log Analytics workspace, not a Storage account (No). It can auto-remediate incidents with playbooks (Yes) and can collect Windows Defender Firewall logs from Azure VMs (Yes).","False"
"224","drag-drop","Security","Match the Azure service to the correct description. Descriptions: (1) A SIEM/SOAR solution. (2) Provides a secure score and threat protection / security posture management. (3) Stores certificates, keys, and passwords. Services: Azure Active Directory (Azure AD), Azure Key Vault, Azure Lighthouse, Azure Security Center, Azure Sentinel.","","SIEM=Azure Sentinel; Security posture/secure score=Azure Security Center; Store certificates/secrets=Azure Key Vault","Azure Sentinel; Azure Security Center; Azure Key Vault","Azure Sentinel is the SIEM/SOAR service, Azure Security Center manages security posture and secure score, and Azure Key Vault stores certificates, keys, and passwords. Azure AD is identity, and Lighthouse is cross-tenant management.","False"
"225","hotspot","Networking","For each of the following statements, select Yes if the statement is true. Otherwise, select No. Statements: (1) Azure Firewall will encrypt all the network traffic sent from Azure to the Internet. (2) A network security group (NSG) will encrypt all the network traffic sent from Azure to the Internet. (3) Azure virtual machines that run Windows Server 2016 can encrypt network traffic sent to the Internet.","","No, No, No","No; No; No","Azure Firewall and NSGs only allow or deny traffic; they do not encrypt it (No, No). A single VM cannot guarantee encrypted traffic to arbitrary Internet hosts because encryption depends on the destination's configuration (No).","False"
"226","hotspot","Security","For each of the following statements, select Yes if the statement is true. Otherwise, select No. Statements: (1) Azure Security Center can monitor Azure resources and on-premises resources. (2) All Azure Security Center features are free. (3) From Azure Security Center, you can download a Regulatory Compliance report.","","Yes, No, Yes","Yes; No; Yes","Security Center (Microsoft Defender for Cloud) monitors both Azure and on-premises/hybrid resources (Yes). Only the free tier features (assessment, recommendations, secure score) are free while Defender plans are paid (No). It can generate downloadable regulatory compliance reports (Yes).","False"
"227","drag-drop","Security","You need to complete the defense-in-depth strategy used in a datacenter. Drag the appropriate layers to the correct positions in the model (top to bottom).","","Top to bottom: Physical security, Identity & access, Perimeter, Network, Compute, Application, Data","Physical security; Identity & access; Perimeter; Network; Compute; Application; Data","The defense-in-depth layers from outermost/top to innermost/bottom are Physical security, Identity & access, Perimeter, Network, Compute, Application, and Data, with data at the core being what attackers ultimately target.","False"
"228","single","Security","You have an Azure virtual machine named VM1. You plan to encrypt VM1 by using Azure Disk Encryption. Which Azure resource must you create first?","A. an Azure Storage account | B. an Azure Key Vault | C. an Azure Information Protection policy | D. an Encryption key","B","an Azure Key Vault","Azure Disk Encryption requires an Azure Key Vault first to store and control the disk encryption keys/secrets. The encryption key is created within the vault, so the vault must exist before it.","False"
"229","single","Networking","Which resources can be used as a source for a network security group inbound security rule?","A. Service Tags only | B. IP Addresses, Service tags and Application security groups | C. Application security groups only | D. IP Addresses only","B","IP Addresses, Service tags and Application security groups","An NSG rule source can be an IP address/CIDR range, a service tag, or an application security group. Restricting to only one of these would exclude the other valid source types.","False"
"230","hotspot","Security","To complete the sentence, select the appropriate option. Azure Sentinel uses playbooks to [____]. Options: automatically respond to threats, collect data from Azure services, specify how long data is retained, store passwords and certificates.","","automatically respond to threats","automatically respond to threats","Sentinel playbooks (built on Logic Apps) automate and orchestrate responses to alerts and incidents. Data collection uses connectors, retention is a workspace setting, and secrets are stored in Key Vault.","False"
"231","hotspot","Networking","To complete the sentence, select the appropriate option. [____] in Azure Firewall enables users on the internet to access a server on a virtual network. Options: Application rules, Network Address Translation (NAT) rules, Network rules, Service tags.","","Network Address Translation (NAT) rules","Network Address Translation (NAT) rules","DNAT (NAT) rules in Azure Firewall translate and forward inbound Internet traffic to a private server on a virtual network. Application and network rules control outbound/allowed traffic, and service tags represent groups of IP prefixes.","False"
"232","hotspot","Security","To complete the sentence, select the appropriate option. Azure distributed denial of service (DDoS) protection is an example of protection that is implemented at the [____]. Options: application layer, compute layer, networking layer, perimeter layer.","","perimeter layer","perimeter layer","In defense-in-depth, DDoS protection filters large-scale volumetric attacks at the perimeter layer before they reach applications. The compute, networking, and application layers address VM, traffic, and app-level security respectively.","False"
"233","single","Security","You have an Azure Sentinel workspace. You need to automate responses to threats detected by Azure Sentinel. What should you use?","A. adaptive network hardening in Azure Security Center | B. Azure Service Health | C. Azure Monitor workbooks | D. adaptive application controls in Azure Security Center","C","Azure Monitor workbooks","Sentinel automates threat responses using playbooks (Logic Apps), which is not among the listed options; of the choices given, Azure Monitor workbooks is the only Sentinel-integrated feature. Adaptive network hardening and application controls are Defender for Cloud features, and Service Health reports Azure outages.","False"
"234","drag-drop","Security","Match the Azure service to the correct description. Descriptions: (1) Provide security information and event management (SIEM) functionality. (2) Display the secure score for an Azure subscription. (3) Store passwords for use by Azure Function applications. Services: Azure Active Directory (Azure AD), Azure Key Vault, Azure Lighthouse, Microsoft Defender for Cloud, Microsoft Sentinel.","","SIEM=Microsoft Sentinel; Secure score=Microsoft Defender for Cloud; Store passwords=Azure Key Vault","Microsoft Sentinel; Microsoft Defender for Cloud; Azure Key Vault","Microsoft Sentinel provides SIEM/SOAR, Microsoft Defender for Cloud displays the secure score, and Azure Key Vault stores passwords/secrets referenced by Azure Functions. Azure AD is identity and Lighthouse is multi-tenant management.","False"
"235","single","Security","Which Azure service can you use as a security information and event management (SIEM) solution?","A. Azure Analysis Services | B. Microsoft Sentinel | C. Azure Information Protection | D. Azure Cognitive Services","B","Microsoft Sentinel","Microsoft Sentinel is the cloud-native SIEM and SOAR solution. Analysis Services is an analytical data engine, Information Protection labels data, and Cognitive Services provides AI APIs.","False"
"236","hotspot","Governance","Select the answer that correctly completes the sentence. An Azure Policy initiative definition is a [____]. Options: collection of policy definitions, collection of Azure Policy definition assignments, group of Azure Blueprints definitions, group of role-based access control (RBAC) role assignments.","","collection of policy definitions","collection of policy definitions","An Azure Policy initiative definition groups multiple policy definitions together toward a single goal to simplify management. It is not an assignment, a Blueprints group, or an RBAC role assignment.","False"
"237","single","Security","You have an Azure subscription. You need to review your secure score. What should you use?","A. Azure Monitor | B. Azure Advisor | C. Help + support | D. Microsoft Defender for Cloud","D","Microsoft Defender for Cloud","Secure score is a central feature of Microsoft Defender for Cloud that aggregates security findings into a single measure. Azure Monitor handles telemetry, Advisor gives best-practice recommendations, and Help + support opens tickets.","False"
"238","hotspot","Security","Select the answer that correctly completes the sentence. You can enable just in time (JIT) VM access by using [____]. Options: Azure Bastion, Azure Firewall, Azure Front Door, Microsoft Defender for Cloud.","","Microsoft Defender for Cloud","Microsoft Defender for Cloud","Just-in-time (JIT) VM access is a feature of Microsoft Defender for Cloud that locks down inbound VM ports until access is requested. Bastion provides secure RDP/SSH, Firewall filters traffic, and Front Door is a global L7 load balancer.","False"
"239","hotspot","Security","Select the answer that correctly completes the sentence. You can view your company's regulatory compliance report from [____]. Options: Azure Advisor, Azure Analysis Services, Azure Monitor, Microsoft Defender for Cloud.","","Microsoft Defender for Cloud","Microsoft Defender for Cloud","Microsoft Defender for Cloud's regulatory compliance dashboard lets you assess compliance and download PDF/CSV certification reports. Advisor gives recommendations, Analysis Services is analytical, and Monitor handles telemetry.","False"
"240","single","Security","You need to collect and automatically analyze security events from Azure Active Directory (Microsoft Entra ID). What should you use?","A. Microsoft Sentinel | B. Azure Synapse Analytics | C. Azure AD Connect | D. Azure Key Vault","A","Microsoft Sentinel","Microsoft Sentinel (SIEM/SOAR) ingests and automatically analyzes security events, including from Azure AD/Microsoft Entra ID, for threat detection and response. Synapse is analytics, AD Connect syncs identities, and Key Vault stores secrets.","False"
"241","hotspot","Identity","Select the answer that correctly completes the sentence: ______ enables users to authenticate to multiple applications by using single sign-on (SSO).","A. Application security groups in Azure | B. Azure Active Directory (Azure AD) | C. Azure Key Vault | D. Microsoft Defender for Cloud","Azure Active Directory (Azure AD)","Azure Active Directory (Azure AD)","Azure AD (now Microsoft Entra ID) is the identity provider that enables single sign-on (SSO) across multiple applications. Application security groups are a networking construct, and Key Vault stores secrets, so neither provides authentication.","False"
"242","hotspot","Networking","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) A network security group (NSG) will block all network traffic by default. (2) Application security groups can be specified as part of network security group (NSG) rules. (3) Network security groups (NSGs) always include inbound security rules and outbound security rules.","","No, Yes, Yes","Statement 1: No; Statement 2: Yes; Statement 3: Yes","Every NSG has default rules that allow some traffic (e.g. VNet-inbound and load balancer), so it does not block all traffic by default. NSG rules can reference application security groups, and every NSG always contains both inbound and outbound default rule sets.","False"
"243","drag-drop","Identity","Match the term (authorization, multi-factor authentication (MFA), single sign-on (SSO)) to the appropriate description: (1) The ability to use the same credentials to access multiple resources and applications from different providers. (2) The process of identifying the access level of a user or service. (3) Requires several elements to identify a user or a service.","","1=single sign-on (SSO), 2=authorization, 3=multi-factor authentication (MFA)","SSO = same credentials for multiple resources; Authorization = identifying the access level; MFA = requires several elements","SSO lets a user reuse one set of credentials across many applications. Authorization determines what access level (permissions) a user or service has. MFA requires two or more verification elements to identify the user.","False"
"244","single","Security","Your company plans to automate the deployment of servers to Azure. Your manager is concerned that you may expose administrative credentials during the deployment. You need to recommend an Azure solution that encrypts the administrative credentials during the deployment. What should you include in the recommendation?","A. Azure Key Vault | B. Azure Information Protection | C. Microsoft Defender for Cloud | D. Azure Multi-Factor Authentication (MFA)","A","Azure Key Vault","Azure Key Vault securely stores and encrypts secrets such as passwords and administrative credentials, and can supply them to deployments without exposing them in plain text. Information Protection is for documents/emails, Defender for Cloud is for security posture, and MFA is for sign-in verification.","False"
"245","hotspot","Networking","Select the answer that correctly completes the sentence: After you create a virtual machine, you need to modify the ______ to allow connections to TCP port 8080 on the virtual machine.","A. network security group (NSG) | B. virtual network gateway | C. virtual network | D. route table","network security group (NSG)","network security group (NSG)","An NSG contains inbound/outbound security rules that allow or deny traffic to a port; you add a rule to open TCP 8080. A route table controls traffic routing, and a gateway provides cross-network connectivity, neither of which opens ports.","False"
"246","hotspot","Security","Select the answer that correctly completes the sentence: Azure distributed denial of service (DDoS) protection is an example of protection that is implemented at the ______ layer.","A. application | B. compute | C. networking | D. perimeter","perimeter","perimeter","In the defense-in-depth model, DDoS protection is implemented at the perimeter layer, protecting against large-scale network attacks from the internet before they reach the network and application layers.","False"
"247","hotspot","Security","Select the answer that correctly completes the sentence: Microsoft Sentinel uses playbooks to ______.","A. automatically respond to threats | B. visualize data collected by connectors | C. specify how long data is retained | D. store passwords and certificates","automatically respond to threats","automatically respond to threats","In Microsoft Sentinel, playbooks are automated response procedures (built on Logic Apps) that run in response to alerts or incidents. Workbooks handle visualization, and retention/secret storage are unrelated to playbooks.","False"
"248","single","Security","You need to configure an Azure solution that meets the following requirements: secures websites from attacks and generates reports that contain details of attempted attacks. What should you include in the solution?","A. Azure Firewall | B. a network security group (NSG) | C. Azure Information Protection | D. DDoS protection","D","DDoS protection","Azure DDoS Protection (Standard) defends public endpoints from attacks and provides logging, alerting, and reports detailing attempted attacks. An NSG only filters by allow/deny rules and does not report on attacks, while Information Protection secures documents.","False"
"249","hotspot","Security","You plan to implement several security services for an Azure environment and must identify which Azure services meet the following requirements: (1) Monitor threats by using sensors. (2) Enforce Azure Multi-Factor Authentication (MFA) based on a condition.","","1=Azure Advanced Threat Protection (ATP), 2=Azure AD Identity Protection","Monitor threats by using sensors = Azure Advanced Threat Protection (ATP); Enforce MFA based on a condition = Azure Active Directory (Azure AD) Identity Protection","Azure ATP (now Microsoft Defender for Identity) installs sensors on domain controllers to monitor and detect threats. Azure AD Identity Protection enforces conditional risk-based policies such as requiring MFA when a sign-in is risky.","False"
"250","multi","Networking","Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. What are two possible solutions? Each correct answer presents a complete solution.","A. Modify an Azure Traffic Manager profile | B. Modify a network security group (NSG) | C. Modify a DDoS protection plan | D. Modify an Azure firewall","B,D","Modify a network security group (NSG); Modify an Azure firewall","Adding an allow rule on an NSG (port 80) or configuring Azure Firewall each permits inbound HTTP traffic to VM1. Traffic Manager is DNS-based load balancing, and a DDoS plan only mitigates attacks â€” neither grants HTTP access.","False"
"251","hotspot","Security","To complete the sentence, select the appropriate option: You can enable just-in-time (JIT) VM access by using ______.","A. Azure Bastion | B. Azure Firewall | C. Azure Front Door | D. Azure Security Center","Azure Security Center","Azure Security Center","Just-in-time (JIT) VM access is a feature of Azure Security Center (now Microsoft Defender for Cloud) that opens VM management ports only when needed. Bastion provides secure RDP/SSH, Firewall filters traffic, and Front Door is an application delivery service.","False"
"252","hotspot","Networking","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) You can associate a network security group (NSG) to a virtual network subnet. (2) You can associate a network security group (NSG) to a virtual network. (3) You can associate a network security group (NSG) to a network interface.","","Yes, No, Yes","Statement 1: Yes; Statement 2: No; Statement 3: Yes","An NSG can be associated with a subnet or a network interface, but not directly with a virtual network as a whole.","False"
"253","single","Networking","You have an Azure environment that contains 10 virtual networks and 100 virtual machines. You need to limit the amount of inbound traffic to all the Azure virtual networks. What should you create?","A. one application security group (ASG) | B. 10 virtual network gateways | C. 10 Azure ExpressRoute circuits | D. one Azure firewall","D","one Azure firewall","A single Azure Firewall can centrally filter and limit inbound traffic across multiple virtual networks. Gateways and ExpressRoute provide connectivity, not filtering, and an ASG is only a grouping used within NSG rules.","False"
"254","single","Security","This question requires that you evaluate the underlined text to determine if it is correct. ""Azure Key Vault is used to store secrets for Azure Active Directory (Azure AD) user accounts."" Review the underlined text. If it makes the statement correct, select 'No change is needed'. Otherwise select the answer choice that makes the statement correct.","A. No change is needed | B. Azure Active Directory (Azure AD) administrative accounts | C. Personally Identifiable Information (PII) | D. server applications","D","server applications","Azure Key Vault stores secrets (keys, passwords, certificates, connection strings) for server applications, not for user accounts. Replacing the underlined text with ""server applications"" makes the statement correct.","False"
"255","single","Security","Your company plans to automate the deployment of servers to Azure. Your manager is concerned that you may expose administrative credentials during the deployment. You need to recommend an Azure solution that encrypts the administrative credentials during the deployment. What should you include in the recommendation?","A. Azure Key Vault | B. Azure Information Protection | C. Azure Security Center | D. Azure Multi-Factor Authentication (MFA)","A","Azure Key Vault","Azure Key Vault encrypts and securely stores administrative credentials so they are never exposed as plain text in deployment scripts. Information Protection secures documents, Security Center manages posture, and MFA verifies sign-ins.","False"
"256","single","Networking","You plan to deploy several Azure virtual machines. You need to control the ports that devices on the Internet can use to access the virtual machines. What should you use?","A. a network security group (NSG) | B. an Azure Active Directory (Azure AD) role | C. an Azure Active Directory group | D. an Azure key vault","A","a network security group (NSG)","An NSG contains security rules that allow or deny inbound traffic by port, source, and protocol, so it controls which ports the internet can use to reach the VMs. Azure AD roles/groups manage identity, and Key Vault stores secrets.","False"
"257","hotspot","Networking","To complete the sentence, select the appropriate option: After you create a virtual machine, you need to modify the ______ to allow connections to TCP port 8080 on the virtual machine.","A. network security group (NSG) | B. virtual network | C. route table","network security group (NSG)","network security group (NSG)","You add an inbound rule to the network security group (NSG) to allow connections on TCP port 8080. A route table only directs traffic paths and does not open ports.","False"
"258","hotspot","Identity","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) You can create custom Azure roles to control access to resources. (2) A user account can be assigned to multiple Azure roles. (3) A resource group can have the Owner role assigned to multiple users.","","Yes, Yes, Yes","Statement 1: Yes; Statement 2: Yes; Statement 3: Yes","Azure RBAC supports custom role definitions, allows a user to hold multiple role assignments, and lets the Owner role be assigned to multiple users on the same resource group.","False"
"259","yesno","Networking","Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify a network security group (NSG). Does this meet the goal?","A. Yes | B. No","A","Yes","Adding an inbound allow rule for port 80 (HTTP) to the NSG permits internet access to VM1, so this solution meets the goal.","False"
"260","yesno","Networking","Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify a DDoS protection plan. Does this meet the goal?","A. Yes | B. No","B","No","A DDoS protection plan mitigates volumetric attacks but does not open ports or provide HTTP connectivity to a VM. You would need an NSG rule or Azure Firewall instead.","False"
"261","single","Security","You need to collect and automatically analyze security events from Azure Active Directory (Azure AD). What should you use?","A. Azure Sentinel | B. Azure Synapse Analytics | C. Azure AD Connect | D. Azure Key Vault","A","Azure Sentinel","Azure Sentinel (Microsoft Sentinel) is a cloud-native SIEM/SOAR that collects and automatically analyzes security events, including from Azure AD, for detection and response. Synapse is analytics, AD Connect syncs identities, and Key Vault stores secrets.","False"
"262","yesno","Networking","Your Azure environment contains multiple Azure virtual machines. You need to ensure that a virtual machine named VM1 is accessible from the Internet over HTTP. Solution: You modify an Azure firewall. Does this meet the goal?","A. Yes | B. No","A","Yes","Azure Firewall can be configured with a rule (e.g., a DNAT rule for port 80) to allow inbound HTTP traffic to VM1, so this solution meets the goal.","False"
"263","single","Governance","This question requires that you evaluate the underlined text to determine if it is correct. ""Azure Germany can be used by legal residents of Germany only."" Review the underlined text. If it makes the statement correct, select 'no change is needed'. Otherwise select the answer choice that makes the statement correct.","A. no change is needed | B. only enterprises that are registered in Germany | C. only enterprises that purchase their azure licenses from a partner based in Germany | D. any user or enterprise that requires its data to reside in Germany","D","any user or enterprise that requires its data to reside in Germany","Azure Germany is available to any eligible customer or enterprise that needs its data to reside in Germany (with data-trustee controlled datacenters), not just German residents.","False"
"264","hotspot","Identity","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) Identities stored in an on-premises Active Directory can be synchronized to Azure Active Directory (Azure AD). (2) Identities stored in Azure AD, third-party cloud services, and on-premises Active Directory can be used to access Azure resources. (3) Azure has built-in authentication and authorization services that provide secure access to Azure resources.","","Yes, Yes, Yes","Statement 1: Yes; Statement 2: Yes; Statement 3: Yes","Azure AD Connect syncs on-premises identities to Azure AD; through federation, identities from Azure AD, third-party clouds, and on-premises AD can access Azure resources; and Azure AD is the built-in authentication and authorization service.","False"
"265","hotspot","Governance","To complete the sentence, select the appropriate option: You can view your company's regulatory compliance report from ______.","A. Azure Security Center | B. Azure Advisor | C. Azure Service Health | D. Azure Monitor","Azure Security Center","Azure Security Center","Azure Security Center (Microsoft Defender for Cloud) includes a regulatory compliance dashboard that tracks and reports your subscriptions' compliance against standards. Advisor gives best-practice recommendations, Service Health reports outages, and Monitor handles metrics/logs.","False"
"266","single","Governance","What should you use to evaluate whether your company's Azure environment meets regulatory requirements?","A. Azure Service Health | B. Azure Knowledge Center | C. Azure Security Center | D. Azure Advisor","C","Azure Security Center","Azure Security Center's regulatory compliance dashboard evaluates your environment against regulatory standards and policies. Service Health reports service status, Knowledge Center is documentation, and Advisor gives optimization recommendations.","False"
"267","hotspot","Security","To complete the sentence, select the appropriate option: Your company implements ______ to automatically add a watermark to Microsoft Word documents that contain credit card information.","A. Azure policies | B. DDoS protection | C. Azure Information Protection | D. Azure AD Identity Protection","Azure Information Protection","Azure Information Protection","Azure Information Protection uses labels with automatic conditions to classify and apply visual markings such as watermarks to documents containing sensitive data like credit card numbers. Azure policies govern resources, not document content.","False"
"268","hotspot","Identity","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) Azure Active Directory (Azure AD) requires the implementation of domain controllers on Azure virtual machines. (2) Azure AD provides authentication services for resources hosted in Azure and Microsoft 365. (3) Each user account in Azure AD can be assigned only one license.","","No, Yes, No","Statement 1: No; Statement 2: Yes; Statement 3: No","Azure AD is a managed cloud identity service requiring no domain controllers. It provides authentication for Azure and Microsoft 365 resources, and a single user account can be assigned multiple licenses.","False"
"269","multi","Cloud Concepts","Which two types of customers are eligible to use Azure Government to develop a cloud solution? Each correct answer presents a complete solution.","A. a Canadian government contractor | B. a European government contractor | C. a United States government entity | D. a United States government contractor | E. a European government entity","C,D","a United States government entity; a United States government contractor","Azure Government is a sovereign cloud dedicated exclusively to U.S. government workloads, available to U.S. government entities and their solution providers/contractors. Non-U.S. governments and contractors are not eligible.","False"
"270","hotspot","Identity","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) To implement an Azure Multi-Factor Authentication (MFA) solution, you must sync on-premises identities to the cloud. (2) Two valid methods for Azure MFA are picture identification and a passport number. (3) Azure MFA can be required for administrative and non-administrative user accounts.","","No, No, Yes","Statement 1: No; Statement 2: No; Statement 3: Yes","MFA works in cloud-only environments and does not require syncing on-premises identities. Valid MFA methods are password, Authenticator app, SMS, and voice call â€” not picture ID or passport numbers. MFA can be enforced for both admin and non-admin accounts.","False"
"271","single","Identity","You need to ensure that when Azure Active Directory (Azure AD) users connect to Azure AD from the Internet by using an anonymous IP address, the users are prompted automatically to change their password. Which Azure service should you use?","A. Azure AD Connect Health | B. Azure AD Privileged Identity Management | C. Azure Advanced Threat Protection (ATP) | D. Azure AD Identity Protection","D","Azure AD Identity Protection","Azure AD Identity Protection detects risky sign-ins such as those from anonymous IP addresses and can enforce a sign-in risk policy that requires the user to change their password. PIM manages privileged roles, Connect Health monitors sync, and ATP protects on-premises AD.","False"
"272","drag-drop","Governance","Match the term (Azure Government, GDPR, ISO, NIST) to the correct definition: (1) An organization that defines international standards across all industries. (2) An organization that defines standards used by the United States government. (3) A European policy that regulates data privacy and data protection. (4) A dedicated public cloud for federal and state agencies in the United States.","","1=ISO, 2=NIST, 3=GDPR, 4=Azure Government","ISO = international standards; NIST = US government standards; GDPR = European data privacy regulation; Azure Government = dedicated US public cloud","ISO defines international standards across industries, NIST defines U.S. government standards, GDPR is the EU data-privacy regulation, and Azure Government is a dedicated cloud for U.S. federal and state agencies.","False"
"273","single","Identity","To what should an application connect to retrieve security tokens?","A. an Azure Storage account | B. Azure Active Directory (Azure AD) | C. a certificate store | D. an Azure key vault","B","Azure Active Directory (Azure AD)","Azure AD is the identity provider that authenticates applications and issues security (access) tokens, so an app connects to Azure AD to retrieve tokens. Key Vault stores secrets/certificates but does not issue security tokens.","True"
"274","single","Identity","Your network contains an Active Directory forest with 5,000 user accounts. Your company plans to migrate all network resources to Azure and to decommission the on-premises data center. You need to recommend a solution to minimize the impact on users after the planned migration. What should you recommend?","A. Implement Azure Multi-Factor Authentication (MFA) | B. Sync all the Active Directory user accounts to Azure Active Directory (Azure AD) | C. Instruct all users to change their password | D. Create a guest user account in Azure Active Directory (Azure AD) for each user","B","Sync all the Active Directory user accounts to Azure Active Directory (Azure AD)","Using Azure AD Connect to sync the existing AD accounts (and passwords) to Azure AD lets users keep the same credentials after migration, minimizing impact. Guest accounts or password resets would disrupt users, and MFA does not migrate identities.","False"
"275","hotspot","Monitoring","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) You can configure the Azure Active Directory (Azure AD) activity logs to appear in Azure Monitor. (2) From Azure Monitor, you can monitor resources across multiple Azure subscriptions. (3) From Azure Monitor, you can create alerts.","","Yes, Yes, Yes","Statement 1: Yes; Statement 2: Yes; Statement 3: Yes","Azure AD activity logs can be routed to Azure Monitor, which can consolidate data across multiple subscriptions and tenants, and Azure Monitor supports creating alerts based on metrics and logs.","False"
"276","hotspot","Governance","You create a resource group named RG1 in Azure Resource Manager. You need to prevent the accidental deletion of the resources in RG1. Which setting should you use?","A. Quickstart | B. Deployments | C. Properties | D. Locks","Locks","Locks","A resource lock (set to Delete/CanNotDelete) on the resource group prevents accidental deletion of its resources. Quickstart, Deployments, and Properties do not restrict deletion.","False"
"277","single","Governance","You have a resource group named RG1. You need to prevent the creation of virtual machines in RG1. The solution must ensure that other objects can be created in RG1. What should you use?","A. a lock | B. an Azure role | C. a tag | D. an Azure policy","D","an Azure policy","An Azure Policy with a deny effect on the virtual machine resource type blocks only VM creation while allowing other resources. A read-only lock would block all creation, tags are metadata, and roles grant broad permissions rather than blocking a specific type.","False"
"278","single","Identity","You have an Azure subscription and 100 Windows 10 devices. You need to ensure that only users whose devices have the latest security patches installed can access Azure Active Directory (Azure AD)-integrated applications. What should you implement?","A. a conditional access policy | B. Azure Bastion | C. Azure Firewall | D. Azure Policy","A","a conditional access policy","A conditional access policy (with device compliance requirements via Intune) grants access to Azure AD-integrated apps only from devices meeting security conditions such as being patched/compliant. Bastion, Firewall, and Azure Policy do not control app access based on device compliance.","False"
"279","single","Security","What can Azure Information Protection encrypt?","A. network traffic | B. documents and email messages | C. an Azure Storage account | D. an Azure SQL database","B","documents and email messages","Azure Information Protection classifies and protects (encrypts) documents and email messages using labels and Azure Rights Management. It does not encrypt network traffic, storage accounts, or SQL databases.","False"
"280","single","Governance","What should you use to evaluate whether your company's Azure environment meets regulatory requirements?","A. the Knowledge Center website | B. the Advisor blade from the Azure portal | C. Compliance Manager from the Service Trust Portal | D. the Solutions blade from the Azure portal","C","Compliance Manager from the Service Trust Portal","Compliance Manager (in the Service Trust Portal / Microsoft Purview) is a risk-assessment tool that tracks and verifies your organization's regulatory compliance for Microsoft cloud services. Advisor gives recommendations, and Knowledge Center/Solutions blades do not assess compliance.","False"
"281","hotspot","Identity","To complete the sentence, select the appropriate option: ______ enables users to authenticate to multiple applications by using single sign-on (SSO).","A. Application security groups in Azure | B. Azure Active Directory (Azure AD) | C. Azure Key Vault | D. Azure Security Center","Azure Active Directory (Azure AD)","Azure Active Directory (Azure AD)","Azure AD provides single sign-on (SSO), enabling users to authenticate once and access multiple applications. Application security groups are networking constructs, Key Vault stores secrets, and Security Center manages security posture.","False"
"282","single","Governance","You have an Azure subscription. Where will you find details on the personal data collected by Microsoft, how Microsoft uses the data, and what the data is used for?","A. the Data Protection Addendum | B. the Microsoft Online Services Terms | C. the Microsoft Privacy Statement | D. Azure Security Center","C","the Microsoft Privacy Statement","The Microsoft Privacy Statement explains what personal data Microsoft collects, how it is processed, and for what purposes. The DPA and Online Services Terms are contractual agreements, and Security Center is a security tool.","False"
"283","hotspot","Identity","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) Azure Active Directory (Azure AD) can be used to manage access to on-premises applications. (2) Azure Active Directory (Azure AD) provides single sign-on (SSO). (3) iOS devices can be registered in Azure Active Directory (Azure AD).","","Yes, Yes, Yes","Statement 1: Yes; Statement 2: Yes; Statement 3: Yes","Azure AD can manage access to on-premises apps via Application Proxy, provides single sign-on, and supports registering devices including iOS.","False"
"284","hotspot","Governance","To complete the sentence, select the appropriate option: You have an Azure virtual network named VNET1 in a resource group named RG1. You assign the Azure Policy definition of Not Allowed Resource Types and specify that virtual networks are not an allowed resource type in RG1. VNET1 ______.","A. is deleted automatically | B. is moved automatically to another resource group | C. continues to function normally | D. is now read-only","continues to function normally","continues to function normally","Azure Policy applies to new deployments/changes; existing resources like VNET1 are simply flagged as non-compliant and continue to function normally. The policy does not delete, move, or lock existing resources.","False"
"285","hotspot","Governance","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) Trust Center is part of the Azure Security Center. (2) Trust Center can only be accessed by users that have an Azure subscription. (3) Trust Center provides information about the Azure compliance offerings.","","No, No, Yes","Statement 1: No; Statement 2: No; Statement 3: Yes","The Microsoft Trust Center is a public website separate from Azure Security Center and does not require an Azure subscription. It provides information about Azure compliance offerings, security, and privacy.","False"
"286","hotspot","Governance","For each of the following statements, select Yes if the statement is true, otherwise select No: (1) You can use Azure Policy to apply tags to resources. (2) You can add multiple tags to the same Azure resource. (3) An Azure resource inherits tags from the resource group to which the resource is deployed.","","Yes, Yes, No","Statement 1: Yes; Statement 2: Yes; Statement 3: No","Azure Policy can enforce and apply tags, and a resource can have up to 50 tags. However, resources do not automatically inherit tags from their resource group or subscription.","False"
